Atencion Level, Meditation Level, Blink, Life, Distance, Speed, Time played, Difficulty
0,0,0,3,8,5,3,easy
0,0,0,3,13,5,4,easy
0,0,0,3,18,5,5,easy
0,0,0,3,23,5,6,easy
0,0,0,3,28,5,7,easy
0,0,0,3,33,5,8,easy
0,0,0,3,38,5,9,easy
0,0,0,3,43,5,10,easy
0,0,0,3,48,5,11,easy
0,0,0,3,53,5,12,easy
0,0,0,3,58,5,13,easy
0,0,0,3,63,5,14,easy
0,0,0,3,68,5,15,easy
0,0,0,3,73,5,16,easy
0,0,0,3,78,5,17,easy
0,0,0,3,83,5,18,easy
0,0,0,3,88,5,19,easy
0,0,0,3,93,5,20,easy
0,0,0,3,98,5,21,easy
0,0,0,3,103,5,22,expert
0,0,0,3,108,5,23,expert
0,0,0,3,113,5,24,expert
0,0,0,3,118,5,25,expert
0,0,0,3,123,5,26,expert
0,0,0,3,128,5,27,expert
0,0,0,3,133,5,28,expert
0,0,0,3,138,5,29,expert
0,0,0,3,143,5,30,expert
0,0,0,3,149,5,31,expert
0,0,0,3,154,5,32,expert
0,0,0,3,159,5,33,expert
0,0,0,3,164,5,34,expert
0,0,0,3,169,5,35,expert
0,0,0,3,174,5,36,expert
0,0,0,3,179,5,37,expert
0,0,0,3,184,5,38,expert
0,0,0,3,189,5,39,expert
0,0,0,3,194,5,40,expert
0,0,0,3,199,5,41,expert
0,0,0,3,204,5,42,expert
0,0,0,3,209,5,43,expert
0,0,0,3,214,5,44,expert
0,0,0,3,219,5,45,expert
0,0,0,3,224,5,46,expert
0,0,0,3,229,5,47,expert
0,0,0,3,234,5,48,expert
0,0,0,3,239,5,49,expert
0,0,0,3,244,5,50,expert
0,0,0,3,249,5,51,expert
0,0,0,3,254,5,52,expert
0,0,0,3,259,5,53,expert
0,0,0,3,264,5,54,expert
0,0,0,3,269,5,55,expert
0,0,0,3,274,5,56,expert
0,0,0,3,279,5,57,expert
0,0,0,3,284,5,58,expert
0,0,0,3,289,5,60,expert
0,0,0,3,294,5,61,expert
0,0,0,3,299,5,62,expert
0,0,0,3,304,5,63,expert
0,0,0,3,309,5,64,expert
0,0,0,2,314,5,65,expert
0,0,0,2,319,5,66,expert
0,0,0,2,324,5,67,expert
0,0,0,2,330,5,68,expert
0,0,0,2,335,5,69,expert
0,0,0,2,340,5,70,expert
0,0,0,2,345,5,71,expert
0,0,0,1,350,5,72,expert
0,0,0,1,355,5,73,expert
0,0,0,1,360,5,74,expert
0,0,0,1,365,5,75,expert
0,0,0,1,370,5,76,expert
0,0,0,1,375,5,77,expert
0,0,0,1,380,5,78,expert
0,0,0,1,385,5,79,expert
0,0,0,1,390,5,80,expert
0,0,0,1,395,5,81,expert
0,0,0,1,400,5,82,expert
0,0,0,1,405,5,83,expert
0,0,0,2,410,5,84,expert
0,0,0,2,415,5,85,expert
0,0,0,2,420,5,86,expert
0,0,0,2,425,5,87,expert
0,0,0,2,430,5,88,expert
0,0,0,2,435,5,89,expert
0,0,0,2,440,5,90,expert
0,0,0,2,445,5,91,expert
0,0,0,2,450,5,92,expert
0,0,0,2,455,5,93,expert
0,0,0,2,460,5,94,expert
0,0,0,2,466,5,95,expert
0,0,0,2,471,5,96,expert
0,0,0,2,476,5,97,expert
0,0,0,1,481,5,98,expert
0,0,0,1,486,5,99,expert
0,0,0,1,491,5,100,expert
0,0,0,1,496,5,101,expert
0,0,0,1,501,5,102,expert
0,0,0,1,506,5,103,expert
0,0,0,1,511,5,104,expert
0,0,0,1,516,5,105,expert
0,0,0,1,521,5,106,expert
0,0,0,1,526,5,107,expert
0,0,0,1,531,5,108,expert
0,0,0,1,536,5,109,expert
0,0,0,1,541,5,110,expert
0,0,0,1,546,5,111,expert
0,0,0,1,551,5,112,expert
0,0,0,1,556,5,113,expert
0,0,0,1,561,5,114,expert
0,0,0,1,566,5,115,expert
0,0,0,1,571,5,116,expert
0,0,0,1,577,5,117,expert
0,0,0,1,582,5,118,expert
0,0,0,1,587,5,119,expert
0,0,0,1,592,5,120,expert
0,0,0,1,597,5,121,expert
0,0,0,1,602,5,122,expert
0,0,0,1,607,5,123,expert
0,0,0,1,612,5,124,expert
0,0,0,1,617,5,125,expert
0,0,0,1,622,5,126,expert
0,0,0,1,628,5,127,expert
0,0,0,1,633,5,128,expert
0,0,0,1,638,5,129,expert
0,0,0,1,643,5,130,expert
0,0,0,1,648,5,131,expert
0,0,0,1,653,5,132,expert
0,0,0,1,658,5,133,expert
0,0,0,1,663,5,134,expert
0,0,0,1,668,5,135,expert
0,0,0,1,673,5,136,expert
0,0,0,1,678,5,137,expert
0,0,0,1,683,5,138,expert
0,0,0,1,688,5,139,expert
0,0,0,2,693,5,140,expert
0,0,0,2,698,5,141,expert
0,0,0,2,703,5,142,expert
0,0,0,2,709,5,143,expert
0,0,0,2,714,5,144,expert
0,0,0,2,719,5,145,expert
0,0,0,2,724,5,146,expert
0,0,0,2,729,5,147,expert
0,0,0,2,734,5,148,expert
0,0,0,2,739,5,149,expert
0,0,0,2,744,5,150,expert
0,0,0,2,749,5,151,expert
0,0,0,2,754,5,152,expert
0,0,0,2,759,5,153,expert
0,0,0,2,764,5,154,expert
0,0,0,2,769,5,156,expert
0,0,0,2,774,5,157,expert
0,0,0,2,779,5,158,expert
0,0,0,0,780,4,845484,159,expert
0,0,0,0,780,4,996133,160,expert
0,0,0,0,780,4,999904,161,expert
0,0,0,0,780,4,999998,162,expert
0,0,0,0,780,4,999998,163,expert
